id,sport,value,team
2950,basketball,Collin Sexton,LAL
2951,basketball,Alize Johnson,MIN
2952,basketball,Aaron Holiday,HOU
2953,basketball,Jacob Evans,NY
2954,basketball,Khyri Thomas,HOU
2955,basketball,Isaac Bonga,TOR
2956,basketball,Landry Shamet,NY
2957,basketball,Mikal Bridges,NY
2958,basketball,Ray Spalding,HOU
2959,basketball,Kostas Antetokounmpo,CHI
2960,basketball,Darius Brown,CLE
2961,basketball,Issuf Sanon,WAS
2962,basketball,Bruce Brown,DEN
2963,basketball,Arnoldas Kulboka,CHA
2964,basketball,Shai Gilgeous-Alexander,OKC
2965,basketball,Hamidou Diallo,WAS
2966,basketball,Rodions Kurucs,MIL
2967,basketball,Dzanan Musa,DET
2968,basketball,Josh Okogie,UTH
2969,basketball,Keita Bates-Diop,MIN
2970,basketball,Jaren Jackson Jr.,UTH
2971,basketball,Jevon Carter,ORL
2972,basketball,Svi Mykhailiuk,UTH
2973,basketball,Moritz Wagner,BKN
2974,basketball,De'Anthony Melton,GS
2975,basketball,Devonte' Graham,POR
2976,basketball,Kevin Huerter,DET
2977,basketball,Omari Spellman,NY
2978,basketball,Luka Doncic,LAL
2979,basketball,Tony Carr,NO
2980,basketball,Robert Williams III,POR
2981,basketball,Chimezie Metu,DET
2982,basketball,Lonnie Walker IV,DEN
2983,basketball,Miles Bridges,PHO
2984,basketball,Jerome Robinson,GS
2985,basketball,Vincent Edwards,HOU
2986,basketball,Grayson Allen,CHA
2987,basketball,Donte DiVincenzo,MIN
2988,basketball,Shake Milton,LAL
2989,basketball,Jalen Brunson,NY
2990,basketball,Trae Young,WAS
2991,basketball,Zhaire Smith,CLE
2992,basketball,Elie Okobo,BKN
2993,basketball,Deandre Ayton,WAS
2994,basketball,George King,DAL
2995,basketball,Kevin Hervey,OKC
2996,basketball,Devon Hall,OKC
2997,basketball,Anfernee Simons,PHI
2998,basketball,Gary Trent Jr.,MIL
2999,basketball,Marvin Bagley III,DEN
3000,basketball,Michael Porter Jr.,BKN
3001,basketball,Thomas Welsh,CHA
3002,basketball,Justin Jackson,ORL
3003,basketball,Jarred Vanderbilt,LAL
3004,basketball,Melvin Frazier,OKC
3005,basketball,Mo Bamba,UTH
3006,basketball,J.P. Macura,CLE
3007,basketball,Jaylen Adams,MIL
3008,basketball,Malik Newman,CLE
3009,basketball,Brad Wanamaker,WAS
3010,basketball,Allonzo Trier,NY
3011,basketball,Jared Terrell,MIN
3012,basketball,Ryan Broekhoff,PHI
3013,basketball,Angel Delgado,LAC
3014,basketball,Billy Preston,CLE
3015,basketball,Deonte Burton,SAC
3016,basketball,Duncan Robinson,DET
3017,basketball,Keenan Evans,DET
3018,basketball,Trevon Bluiett,UTH
3019,basketball,Elijah Stewart,IND
3020,basketball,Yuta Watanabe,MEM
3021,basketball,Johnathan Williams,WAS
3022,basketball,Rawle Alkins,NO
3023,basketball,Garlon Green,NO
3024,basketball,Kenrich Williams,OKC
3025,basketball,Yanyuhang Ding,DAL
3026,basketball,Trevon Duval,HOU
3027,basketball,Daryl Macon,MIA
3028,basketball,Joe Chealey,CHA
3029,basketball,Wenyen Gabriel,MEM
3030,basketball,Yante Maten,BOS
3031,basketball,Johnny Hamilton,ATL
3032,basketball,Brandon McCoy,NO
3033,basketball,Terry Larrier,LAC
3034,basketball,Codi Miller-McIntyre,DAL
3035,basketball,Theo Pinson,DAL
3036,basketball,Jordan Loyd,TOR
3037,basketball,DeVaughn Akoon-Purcell,OKC
3038,basketball,Marcus Derrickson,ATL
3039,basketball,Rob Gray,HOU
3040,basketball,Tyler Davis,OKC
3041,basketball,Markel Crawford,MEM
3042,basketball,Marcus Lee,MIA
3043,basketball,Mitchell Creek,MIN
3044,basketball,Jordan McLaughlin,SA
3045,basketball,Donte Grantham,LAC
3046,basketball,Deng Adel,BKN
3047,basketball,Trey Lewis,UTH
3048,basketball,Brandon Goodwin,NY
3049,basketball,Norvel Pelle,POR
3050,basketball,Chris Chiozza,BKN
3051,basketball,Drew Eubanks,SAC
3052,basketball,Doral Moore,MEM
3053,basketball,Robert Johnson,MIL
3054,basketball,Kaiser Gates,NO
3055,basketball,Tyrius Walker,NY
3056,basketball,Tiwian Kendley,WAS
3057,basketball,Jairus Lyles,UTH
3058,basketball,Isaac Haas,UTH
3059,basketball,Zach Lofton,DET
3060,basketball,Darius Johnson-Odom,MIN
3061,basketball,Jonathan Stark,MIN
3062,basketball,Desi Rodriguez,LAC
3063,basketball,Cameron Reynolds,HOU
3064,basketball,Bonzie Colson,MIL
3065,basketball,Zach Smith,CHA
3066,basketball,Jeff Roberson,BOS
3067,basketball,Jaylen Barford,CHA
3068,basketball,Nick King,BOS
3069,basketball,Justin Bibbs,LAC
3070,basketball,Levi Randolph,CLE
3071,basketball,Kendrick Nunn,WAS
3072,basketball,Isaiah Wilkins,CHA
3073,basketball,Jeffrey Carroll,LAL
3074,basketball,Joel Berry II,LAL
3075,basketball,Gary Clark,NO
3076,basketball,Emanuel Terry,PHO
3077,basketball,Gabe York,IND
3078,basketball,B.J. Johnson,ORL
3079,basketball,Nuni Omot,NY
3080,basketball,Braian Angola-Rodas,ORL
3081,basketball,Devin Davis,ORL
3082,basketball,Taren Sullivan,SAC
3083,basketball,Phillip Carr,NY
3084,basketball,Ismaila Kane,MEM
3085,basketball,Gabe Vincent,ATL
3086,basketball,Paul Watson,SA
3087,basketball,Jeff Coby,NY
3088,basketball,Isaac Humphries,ORL
3089,basketball,D.J. Hogg,PHI
3090,basketball,Donte Ingram,DAL
3091,basketball,Brandon Austin,SAC
3092,basketball,Brandon Sampson,CHI
3093,basketball,C.J. Anderson,ATL
3094,basketball,John Petrucelli,ORL
3095,basketball,Raphiael Putney,MIA
3096,basketball,Angel Rodriguez,HOU
3097,basketball,Tim Bond,HOU
3098,basketball,Demetrius Denzel-Dyson,IND
3099,basketball,Haywood Highsmith,PHO
3100,basketball,Stephan Hicks,IND
3101,basketball,Jordan Sibert,ATL
3102,basketball,Dairis Bertans,NO
3103,basketball,Cody Demps,SAC
3104,basketball,Dusty Hannahs,GS
3105,basketball,Jemerrio Jones,LAL
3106,basketball,Billy Garrett,NY
3107,basketball,Tarik Phillip,WAS
3108,basketball,Daniel Gafford,DAL
3109,basketball,Coby White,CHA
3110,basketball,RJ Barrett,TOR
3111,basketball,Kyle Guy,MIA
3112,basketball,Dylan Windler,ATL
3113,basketball,Darius Garland,LAC
3114,basketball,KZ Okpala,SAC
3115,basketball,Jarrell Brantley,UTH
3116,basketball,Jordan Poole,NO
3117,basketball,Eric Paschall,MIN
3118,basketball,Miye Oni,MEM
3119,basketball,Ty Jerome,MEM
3120,basketball,Marial Shayok,PHI
3121,basketball,Bruno Fernando,TOR
3122,basketball,Carsen Edwards,DET
3123,basketball,Admiral Schofield,ORL
3124,basketball,Rui Hachimura,LAC
3125,basketball,Isaiah Roby,NY
3126,basketball,Jalen McDaniels,NO
3127,basketball,P.J. Washington,DAL
3128,basketball,Cody Martin,IND
3129,basketball,Nic Claxton,CHI
3130,basketball,Mfiondu Kabengele,BOS
3131,basketball,Nickeil Alexander-Walker,ATL
3132,basketball,Cameron Johnson,DEN
3133,basketball,Jaylen Nowell,WAS
3134,basketball,Ja Morant,POR
3135,basketball,De'Andre Hunter,SAC
3136,basketball,Jaxson Hayes,UTH
3137,basketball,Cam Reddish,LAL
3138,basketball,Jordan Bone,ORL
3139,basketball,Zion Williamson,NO
3140,basketball,Grant Williams,CHA
3141,basketball,Matisse Thybulle,LAL
3142,basketball,Tremont Waters,WAS
3143,basketball,Romeo Langford,PHI
3144,basketball,Keldon Johnson,SA
3145,basketball,Quinndary Weatherspoon,LAL
3146,basketball,Dewan Hernandez,TOR
3147,basketball,Jaylen Hands,BKN
3148,basketball,Terance Mann,BKN
3149,basketball,Justin Wright-Foreman,UTH
3150,basketball,Bol Bol,PHO
3151,basketball,Tyler Herro,MIL
3152,basketball,Kevin Porter Jr.,MIL
3153,basketball,Jarrett Culver,ORL
3154,basketball,Brandon Clarke,MEM
3155,basketball,Nassir Little,MIA
3156,basketball,Ignas Brazdeikis,ORL
3157,basketball,Justin James,NO
3158,basketball,Talen Horton-Tucker,CHI
3159,basketball,Chuma Okeke,CLE
3160,basketball,Goga Bitadze,ORL
3161,basketball,Alen Smailagic,GS
3162,basketball,Sekou Doumbouya,PHI
3163,basketball,Deividas Sirvydis,IND
3164,basketball,Didi Louzada,POR
3165,basketball,Luka Samanic,UTH
3166,basketball,Darius Bazley,UTH
3167,basketball,Vanja Marinkovic,SAC
3168,basketball,Nicolo Melli,DAL
3169,basketball,Brian Bowen,MIN
3170,basketball,JaKeenan Gant,IND
3171,basketball,Matt Thomas,CHI
3172,basketball,Adam Mokoka,OKC
3173,basketball,Vincent Poirier,NY
3174,basketball,Dean Wade,PHI
3175,basketball,Chris Clemons,ATL
3176,basketball,Shamorie Ponds,TOR
3177,basketball,William McDowell-White,HOU
3178,basketball,Naz Reid,CHA
3179,basketball,Luguentz Dort,ATL
3180,basketball,Justin Robinson,DET
3181,basketball,John Konchar,MIN
3182,basketball,Zach Norvell,CHI
3183,basketball,Amir Coffey,PHO
3184,basketball,Garrison Mathews,IND
3185,basketball,Ky Bowman,LAC
3186,basketball,William Howard,HOU
3187,basketball,Kyle Alexander,MIA
3188,basketball,Stanton Kidd,UTH
3189,basketball,Christ Koumadje,PHI
3190,basketball,Luke Maye,MIL
3191,basketball,Tacko Fall,CLE
3192,basketball,Javonte Green,DET
3193,basketball,Max Strus,LAC
3194,basketball,Isaiah Pineiro,SAC
3195,basketball,Caleb Martin,DAL
3196,basketball,Marko Guduric,MEM
3197,basketball,Josh Reaves,DAL
3198,basketball,Jordan Caroline,LAL
3204,basketball,Josh Perkins,CHA
3205,basketball,Kelan Martin,NO
3206,basketball,Jaylen Hoard,OKC
3207,basketball,Tyler Cook,CHI
3208,basketball,Hassani Gravett,ORL
3209,basketball,Rayjon Tucker,MIL
3210,basketball,Eric Mika,SAC
3211,basketball,Jalen Lecque,MIL
3212,basketball,Terence Davis,SAC
3213,basketball,Aric Holman,MIA
3214,basketball,Lindell Wigginton,MIL
3215,basketball,Jordan Murphy,MIN
3216,basketball,Yudai Baba,DAL
3217,basketball,Isaiah Miles,PHI
3218,basketball,Jeremiah Martin ,CLE
3219,basketball,Chris Silva,ATL
3220,basketball,Mychal Mulder,MEM
3221,basketball,Ahmed Hill,CHA
3222,basketball,Robert Franks,ORL
3223,basketball,Oshae Brissett,PHI
3224,basketball,Sagaba Konate,TOR
3225,basketball,Juwan Morgan,LAC
3226,basketball,Moses Brown,DEN
3227,basketball,Matt Mooney,NY
3228,basketball,Charlie Brown,MEM
3229,basketball,Armoni Brooks,BKN
3230,basketball,Phil Booth,WAS
3231,basketball,Louis King,PHI
3232,basketball,Simi Shittu,ORL
3233,basketball,Devontae Cacok,DET
3234,basketball,Kavell Bigby-Williams,NO
3235,basketball,Jalen Adams,NO
3236,basketball,Zylan Cheatham,NO
3237,basketball,Javon Bess,NO
3238,basketball,Bryce Brown,BKN
3239,basketball,Dakota Mathias,IND
3240,basketball,DaQuan Jeffries,SAC
3241,basketball,Vic Law,ORL
3242,basketball,Amir Hinton,NY
3243,basketball,V.J. King,NY
3244,basketball,John Egbunu,BKN
3245,basketball,Lamar Peters,NY
3246,basketball,Kenny Wooten,HOU
3247,basketball,Juan Toscano-Anderson,SAC
3248,basketball,Daulton Hommes,NO
3249,basketball,Dedric Lawson,SA
3250,basketball,James Palmer,LAC
3251,basketball,Justin Simon,CHI
3252,basketball,Marques Bolden,GS
3253,basketball,Todd Withers,DET
3254,basketball,Donta Hall,ORL
3255,basketball,Jon Davis,ORL
3256,basketball,Kavion Pippen,GS
3257,basketball,Norense Odiase,PHO
3258,basketball,David Kramer,PHO
3259,basketball,Tariq Owens,PHO
3260,basketball,Jared Harper,NO
3261,basketball,Keljin Blevins,POR
3262,basketball,Barry Brown,MIN
3263,basketball,Tyus Battle,MIN
3264,basketball,CJ Massinburg,BKN
3265,basketball,Devin Cannady,NO
3266,basketball,Ahmad Caver,IND
3267,basketball,Anzejs Pasecniks,MIL
3268,basketball,BJ Taylor,LAC
3269,basketball,Shaq Buchanan,MEM
3270,basketball,Marcus Allen,LAL
3271,basketball,Matt Morgan,CHA
3272,basketball,Chad Brown,DAL
3273,basketball,Tre'Shawn Thurman,DET
3274,basketball,Bennie Boatwright,IND
3275,basketball,Matur Maker,HOU
3276,basketball,Kenny Gabriel,ATL
3277,basketball,Skyler Flatten,MIA
3278,basketball,Bubu Palo,MIA
3279,basketball,Mark Ogden,ATL
3280,basketball,Jeremy Pargo,GS
3281,basketball,Jontay Porter,TOR
3282,basketball,Anthony Edwards,MIN
3283,basketball,LaMelo Ball,MIN
3284,basketball,James Wiseman,IND
3285,basketball,Killian Hayes,SAC
3286,basketball,Deni Avdija,POR
3287,basketball,Obi Toppin,IND
3288,basketball,Onyeka Okongwu,ATL
3289,basketball,Tyrese Haliburton,IND
3290,basketball,Devin Vassell,SA
3291,basketball,Isaac Okoro,CHI
3292,basketball,Patrick Williams,CHI
3293,basketball,Cole Anthony,PHO
3294,basketball,Aaron Nesmith,IND
3295,basketball,Jalen Smith,CHI
3296,basketball,Vernon Carey,UTH
3297,basketball,Theo Maledon,PHO
3298,basketball,Precious Achiuwa,SAC
3299,basketball,Tyrell Terry,MEM
3300,basketball,Saddiq Bey,NO
3301,basketball,Tyrese Maxey,PHI
3302,basketball,Josh Green,UTH
3303,basketball,Jaden McDaniels,MIN
3304,basketball,Kira Lewis,WAS
3305,basketball,Nico Mannion,GS
3306,basketball,RJ Hampton,PHI
3307,basketball,Jahmi'us Ramsey,TOR
3308,basketball,Zeke Nnaji,DEN
3309,basketball,Devon Dotson,WAS
3310,basketball,Tyler Bey,HOU
3311,basketball,Daniel Oturu,TOR
3312,basketball,Isaiah Stewart,MEM
3313,basketball,Elijah Hughes,MIL
3314,basketball,Immanuel Quickley,TOR
3315,basketball,Paul Reed,DET
3316,basketball,Reggie Perry,POR
3317,basketball,Leandro Bolmaro,UTH
3318,basketball,Isaiah Joe,DET
3319,basketball,Filip Petrusev,SAC
3320,basketball,Udoka Azubuike,PHO
3321,basketball,Aleksej Pokusevski,CHA
3322,basketball,Cassius Stanley,DET
3323,basketball,CJ Elleby,MIN
3324,basketball,Tre Jones,CHI
3325,basketball,Malachi Flynn,CHA
3326,basketball,Payton Pritchard,BOS
3327,basketball,Nate Hinton,HOU
3328,basketball,Grant Riller,PHI
3329,basketball,Ashton Hagans,POR
3330,basketball,Jordan Nwora,TOR
3331,basketball,Cassius Winston,WAS
3332,basketball,Lamar Stevens,MEM
3333,basketball,Jay Scrubb,BOS
3334,basketball,Nick Richards,MIA
3335,basketball,Austin Wiley,FA
3336,basketball,Omer Yurtseven,GS
3337,basketball,Markus Howard,DEN
3338,basketball,Karim Mane,ORL
3339,basketball,Tyrique Jones,FA
3340,basketball,Mamadi Diakite,PHO
3341,basketball,Yoeli Childs,WAS
3347,basketball,Justinian Jessup,GS
3358,basketball,Robert Woodard,OKC
3361,basketball,Skylar Mays,MIN
3363,basketball,Sam Merrill,CLE
3367,basketball,Desmond Bane,ORL
3372,basketball,Jalen Harris,NY
3374,basketball,Saben Lee,PHO
3387,basketball,Xavier Tillman,CHA
3393,basketball,Sean McDermott,MEM
3394,basketball,Zavier Simpson,CHA
3395,basketball,Trevelin Queen,ORL
3396,basketball,Trent Forrest,ATL
3399,basketball,Myles Powell,PHI
3401,basketball,Rayshaun Hammonds,IND
3406,basketball,Nathan Knight,BOS
3407,basketball,Romaro Gill,UTH
3409,basketball,Marko Simonovic,CHI
3411,basketball,Vit Krejci,POR
3413,basketball,Yam Madar,BOS
3414,basketball,KJ Martin,UTH
3415,basketball,Facundo Campazzo,DAL
3416,basketball,Anthony Gill,WAS
3417,basketball,Jae'Sean Tate,HOU
3418,basketball,Dwayne Sutton,GS
3419,basketball,Anthony Lamb,GS
3420,basketball,Xavier Sneed,CHA
3422,basketball,Ty-Shon Alexander,CHA
3423,basketball,Killian Tillie,MEM
3424,basketball,Breein Tyree,TOR
3425,basketball,Paul Eboua,BKN
3426,basketball,Mason Jones,SAC
3428,basketball,Jahlil Tripp,MEM
3429,basketball,Charles Matthews,CLE
3430,basketball,Javin DeLaurier,MIL
3431,basketball,Kahlil Whitney,CHA
3432,basketball,Nate Darling,LAC
3433,basketball,Brodric Thomas,SAC
3434,basketball,Nate Sestina,BKN
3435,basketball,Jordan Bowden,BKN
3436,basketball,Jake Toolson,UTH
3438,basketball,Will Magnay,NO
3439,basketball,LiAngelo Ball,CHA
3440,basketball,Ade Murkey,SAC
3441,basketball,Lamine Diane,PHI
3442,basketball,EJ Montgomery,MIL
3444,basketball,Marlon Taylor,WAS
3445,basketball,Caleb Homesley,WAS
3446,basketball,Keandre Cook,CHA
3447,basketball,Kevon Harris,HOU
3448,basketball,Tres Tinkle,LAL
3449,basketball,Naji Marshall,DAL
3450,basketball,Jordan Ford,SAC
3451,basketball,Malik Fitts,LAC
3452,basketball,Devonte Patterson,DAL
3453,basketball,Freddie Gillespie,ORL
3454,basketball,Josh Hall,OKC
3455,basketball,Kaleb Wesson,GS
3456,basketball,Jon Teske,MEM
3457,basketball,Trevon Scott,BKN
3458,basketball,Christian Vital,MEM
3459,basketball,Trey Mourning,HOU
3460,basketball,Gabriel Deck,OKC
3461,basketball,Luca Vildoza,MIL
3462,basketball,Elijah Bryant,MIL
3463,basketball,Ayo Dosunmu,MIN
3464,basketball,Miles McBride,NY
3465,basketball,Jericho Sims,MIL
3466,basketball,Quentin Grimes,LAL
3467,basketball,Evan Mobley,CLE
3468,basketball,Isaiah Jackson,LAC
3469,basketball,Chris Duarte,CHI
3470,basketball,Moses Moody,GS
3472,basketball,Jaden Springer,NO
3473,basketball,Charles Bassey,GS
3474,basketball,Corey Kispert,ATL
3475,basketball,Cade Cunningham,DET
3476,basketball,Luka Garza,BOS
3477,basketball,Balsa Koprivica,UTH
3478,basketball,Isaiah Livers,PHO
3479,basketball,Kai Jones,DAL
3480,basketball,JT Thor,WAS
3481,basketball,James Bouknight,CHA
3482,basketball,Scottie Lewis,CHA
3483,basketball,Day'Ron Sharpe,BKN
3484,basketball,RaiQuan Gray,SA
3485,basketball,Kessler Edwards,DEN
3486,basketball,Cam Thomas,MIL
3487,basketball,Marcus Zegarowski,BKN
3488,basketball,Ziaire Williams,LAL
3489,basketball,Santi Aldama,DAL
3490,basketball,Josh Christopher,MIA
3491,basketball,Sharife Cooper,WAS
3492,basketball,Jalen Johnson,ATL
3493,basketball,Trey Murphy III,NO
3494,basketball,Herbert Jones,NO
3495,basketball,Joshua Primo,CHI
3496,basketball,Joe Wieskamp,DAL
3497,basketball,Scottie Barnes,TOR
3498,basketball,Dalano Banton,BOS
3499,basketball,David Johnson,TOR
3500,basketball,Brandon Boston,NO
3501,basketball,Keon Johnson,BKN
3502,basketball,Jason Preston,LAC
3503,basketball,Jared Butler,PHO
3504,basketball,Sandro Mamukelashvili,LAL
3505,basketball,Tre Mann,WAS
3506,basketball,Jeremiah Robinson-Earl,DAL
3507,basketball,Aaron Wiggins,ATL
3508,basketball,Greg Brown,DAL
3509,basketball,Davion Mitchell,MIA
3510,basketball,Neemias Queta,BOS
3511,basketball,Bones Hyland,MIN
3512,basketball,Franz Wagner,ORL
3513,basketball,Jalen Suggs,ORL
3514,basketball,Rokas Jokubaitis,NY
3515,basketball,Jonathan Kuminga,MIN
3516,basketball,Usman Garuba,GS
3517,basketball,Alperen Sengun,HOU
3518,basketball,Jalen Green,PHO
3519,basketball,Juhann Begarin,BOS
3520,basketball,Georgios Kalaitzakis,OKC
3521,basketball,Isaiah Todd,MEM
3522,basketball,Josh Giddey,CHI
3523,basketball,Joel Ayayi,ORL
3524,basketball,Austin Reaves,LAL
3525,basketball,Jock Landale,ATL
3526,basketball,Ish Wainright,PHO
3527,basketball,Duane Washington,CHA
3528,basketball,Terry Taylor,SAC
3529,basketball,Jose Alvarado,NY
3530,basketball,Chris Smith,DET
3531,basketball,McKinley Wright,DAL
3532,basketball,Matt Hurt,MEM
3533,basketball,Sam Hauser,BOS
3534,basketball,Julian Champagnie,SA
3535,basketball,Trendon Watford,NO
3536,basketball,Aaron Henry,PHI
3537,basketball,Yves Pons,MEM
3538,basketball,Chaundee Brown,SA
3539,basketball,Mac McClung,CHI
3540,basketball,Jay Huff,IND
3541,basketball,Eugene Omoruyi,TOR
3542,basketball,MaCio Teague,UTH
3543,basketball,Aamir Simms,NY
3544,basketball,A.J. Lawson,TOR
3545,basketball,M.J. Walker,PHO
3546,basketball,Jordan Goodwin,PHO
3547,basketball,EJ Onu,MEM
3548,basketball,Carlik Jones,CHI
3549,basketball,Feron Hunt,NY
3550,basketball,DeJon Jarreau,MEM
3551,basketball,Jaime Echenique,WAS
3552,basketball,Daishen Nix,SAC
3553,basketball,Marcus Garrett,CHA
3554,basketball,JaQuori McLaughlin,DAL
3555,basketball,Ethan Thompson,IND
3556,basketball,Jeff Dowtin,PHI
3557,basketball,Kevin Pangos,CLE
3558,basketball,Malcolm Hill,PHI
3559,basketball,Moses Wright,DAL
3560,basketball,RJ Nembhard,CLE
3561,basketball,Mitch Ballock,CLE
3562,basketball,Micah Potter,POR
3563,basketball,Javonte Smart,ORL
3564,basketball,Dru Smith,MIA
3565,basketball,Derrick Alston,UTH
3566,basketball,Jamorko Pickett,DEN
3567,basketball,David Duke,PHO
3568,basketball,D.J. Carton,TOR
3569,basketball,D.J. Stewart,DAL
3570,basketball,Petr Cornelie,DEN
3571,basketball,Isaiah Miller,POR
3572,basketball,Matt Lewis,MIN
3573,basketball,Anthony Tarke,DET
3574,basketball,Jordan Schakel,WAS
3575,basketball,Matt Coleman,SAC
3576,basketball,Rob Edwards,OKC
3577,basketball,DJ Steward,CHI
3578,basketball,Matt Ryan,NY
3579,basketball,Nate Renfro,SA
3580,basketball,Tyler Hall,DAL
3581,basketball,Denzel Mahoney,SA
3582,basketball,Jeremiah Tilmon,ORL
3583,basketball,Romeo Weems,MEM
3584,basketball,Jalen Crutcher,ORL
3585,basketball,Cameron McGriff,UTH
3586,basketball,James Banks,CHA
3587,basketball,Giorgi Bezhanishvili,IND
3588,basketball,Brandon Rachal,BKN
3589,basketball,Ibi Watson,ATL
3590,basketball,Marcus Foster,HOU
3591,basketball,Damien Jefferson,SAC
3592,basketball,John Petty,NO
3593,basketball,L.J. Figueroa,LAL
3594,basketball,Jordan Burns,SA
3595,basketball,Troy Baxter,CHI
3596,basketball,Devontae Shuler,WAS
3597,basketball,Derek Culver,IND
3598,basketball,Olivier Sarr,CLE
3599,basketball,Aleem Ford,ORL
3600,basketball,Malik Ellison,ATL
3601,basketball,Jarron Cumberland,POR
3602,basketball,Brandon Williams,GS
3603,basketball,Xavier Moon,LAC
3604,basketball,Justin Tillman,DEN
3605,basketball,Craig Sword,WAS
3606,basketball,Trayvon Palmer,DET
3607,basketball,Paris Bass,UTH
3608,basketball,Jaysean Paige,DET
3609,basketball,Braxton Key,MEM
3610,basketball,Lindy Waters III,SA
3611,basketball,Iffe Lundberg,PHO
3612,basketball,Lester Quinones,ORL
3613,basketball,Kenneth Lofton,CHI
3614,basketball,Shareef O'Neal,LAL
3615,basketball,Scotty Pippen Jr.,MEM
3616,basketball,Trevor Hudgins,HOU
3617,basketball,Ron Harper Jr.,BOS
3618,basketball,Michael Devoe,UTH
3619,basketball,Johnny Juzang,MIN
3620,basketball,Bryce Hamilton,LAL
3621,basketball,Jalen Adaway,SA
3622,basketball,Orlando Robinson,ORL
3623,basketball,AJ Green,MIL
3624,basketball,Collin Gillespie,PHO
3625,basketball,Justin Lewis,CHI
3626,basketball,Michael Foster,WAS
3627,basketball,Alondes Williams,WAS
3628,basketball,Theo John,MIN
3629,basketball,Cole Swider,TOR
3630,basketball,Dereon Seabron,DET
3631,basketball,Jamaree Bouyea,PHO
3632,basketball,Iverson Molinar,MIL
3633,basketball,Keon Ellis,BKN
3634,basketball,Dalen Terry,GS
3635,basketball,Trevor Keels,MIA
3636,basketball,Ochai Agbaji,BKN
3637,basketball,Isaiah Mobley,PHI
3638,basketball,Luke Travers,CLE
3639,basketball,Khalifa Diop,CLE
3640,basketball,Andrew Nembhard,IND
3641,basketball,Kendall Brown,BOS
3642,basketball,Bennedict Mathurin,NO
3643,basketball,Patrick Baldwin Jr.,SAC
3644,basketball,Ryan Rollins,MIL
3645,basketball,Gui Santos,GS
3646,basketball,Yannick Nzosa,WAS
3647,basketball,Johnny Davis,MEM
3648,basketball,Jalen Duren,DET
3649,basketball,Gabriele Procida,DET
3650,basketball,Jaden Ivey,CHI
3651,basketball,Bryce McGowens,NO
3652,basketball,Mark Williams,PHO
3653,basketball,Matteo Spagnolo,MIN
3655,basketball,Josh Minott,BKN
3656,basketball,Wendell Moore Jr.,DET
3657,basketball,Vince Williams,UTH
3658,basketball,David Roddy,DEN
3659,basketball,Kennedy Chandler,UTH
3660,basketball,Jake LaRavia,LAL
3661,basketball,Max Christie,DAL
3662,basketball,Jabari Smith Jr.,HOU
3663,basketball,TyTy Washington Jr.,LAC
3664,basketball,Tari Eason,HOU
3665,basketball,AJ Griffin,HOU
3666,basketball,Tyrese Martin,PHI
3667,basketball,Dyson Daniels,ATL
3668,basketball,E.J. Liddell,BKN
3669,basketball,Karlo Matkovic,NO
3670,basketball,JD Davison,HOU
3671,basketball,Blake Wesley,POR
3672,basketball,Jeremy Sochan,POR
3673,basketball,Malaki Branham,ORL
3674,basketball,Christian Koloko,NO
3675,basketball,Moussa Diabate,CHA
3676,basketball,Nikola Jovic,MIA
3677,basketball,Hugo Besson,MIL
3678,basketball,MarJon Beauchamp,PHI
3679,basketball,Jaden Hardy,LAL
3680,basketball,Jaylin Williams,OKC
3681,basketball,Jalen Williams,OKC
3682,basketball,Ousmane Dieng,MIL
3683,basketball,Chet Holmgren,OKC
3684,basketball,Shaedon Sharpe,POR
3685,basketball,Jabari Walker,PHI
3686,basketball,Keegan Murray,SAC
3687,basketball,Ismael Kamagate,DEN
3688,basketball,Peyton Watson,CLE
3689,basketball,Christian Braun,DEN
3690,basketball,Paolo Banchero,ORL
3691,basketball,Caleb Houstan,NO
3692,basketball,Dominick Barlow,PHI
3693,basketball,Buddy Boeheim,OKC
3694,basketball,Tyson Etienne,BKN
3695,basketball,Javon Freeman-Liberty,TOR
3696,basketball,Simone Fontecchio,MIA
3697,basketball,Kellan Grady,DEN
3698,basketball,John Butler,WAS
3700,basketball,Josh Minnott,FA
3701,basketball,Caleb Houston,FA
3702,basketball,JD Davidson,FA
3703,basketball,Tevin Brown,IND
3704,basketball,Jean Montero,FA
3705,basketball,Darius Days,PHI
3706,basketball,Jack White,MEM
3707,basketball,Chima Moneke,SAC
3708,basketball,Jordan Hall,BKN
3709,basketball,Javante McCoy,DET
3710,basketball,Fabian White,LAL
3711,basketball,Pat Spencer,PHO
3712,basketball,Sacha Killeya-Jones,OKC
3713,basketball,Drake Jeffries,ORL
3714,basketball,Gabe Brown,TOR
3715,basketball,Jared Rhoden,TOR
3716,basketball,Awudu Abass,CHI
3717,basketball,Makur Maker,TOR
3718,basketball,Mouhamadou Gueye,CHA
3719,basketball,Walker Kessler,LAL
3720,basketball,Tommy Kuhse,LAL
3721,basketball,Daeqwon Plowden,SAC
3722,basketball,Chandler Vaudrin,CLE
3723,basketball,Jaylen Sims,CHA
3724,basketball,Isaiah Whaley,CHA
3725,basketball,Anthony Duruji,CHA
3726,basketball,Izaiah Brockington,NO
3727,basketball,Davion Mintz,WAS
3728,basketball,Quenton Jackson,IND
3729,basketball,Keaton Wallace,ATL
3730,basketball,Kyler Edwards,BKN
3731,basketball,Lucas Williamson,MEM
3732,basketball,Ibou Badji,CHA
