id,value,team
3120,Marial Shayok,PHI
3121,Bruno Fernando,TOR
3122,Carsen Edwards,DET
3123,Admiral Schofield,ORL
3124,Rui Hachimura,LAC
3125,Isaiah Roby,NY
3126,Jalen McDaniels,NO
3127,P.J. Washington,DAL
3128,Cody Martin,IND
3129,Nic Claxton,CHI
3130,Mfiondu Kabengele,BOS
3131,Nickeil Alexander-Walker,ATL
3132,Cameron Johnson,DEN
3133,Jaylen Nowell,WAS
3134,Ja Morant,POR
3135,De'Andre Hunter,SAC
3136,Jaxson Hayes,UTH
3137,Cam Reddish,LAL
3138,Jordan Bone,ORL
3139,Zion Williamson,NO
3140,Grant Williams,CHA
3141,Matisse Thybulle,LAL
3142,Tremont Waters,WAS
3143,Romeo Langford,PHI
3144,Keldon Johnson,SA
3145,Quinndary Weatherspoon,LAL
3146,Dewan Hernandez,TOR
3147,Jaylen Hands,BKN
3148,Terance Mann,BKN
3149,Justin Wright-Foreman,UTH
3150,Bol Bol,PHO
3151,Tyler Herro,MIL
3152,Kevin Porter Jr.,MIL
3153,Jarrett Culver,ORL
3154,Brandon Clarke,MEM
3155,Nassir Little,MIA
3156,Ignas Brazdeikis,ORL
3157,Justin James,NO
3158,Talen Horton-Tucker,CHI
3159,Chuma Okeke,CLE
3160,Goga Bitadze,ORL
3161,Alen Smailagic,GS
3162,Sekou Doumbouya,PHI
3163,Deividas Sirvydis,IND
3164,Didi Louzada,POR
3165,Luka Samanic,UTH
3166,Darius Bazley,UTH
3167,Vanja Marinkovic,SAC
3168,Nicolo Melli,DAL
3169,Brian Bowen,MIN
3170,JaKeenan Gant,IND
3171,Matt Thomas,CHI
3172,Adam Mokoka,OKC
3173,Vincent Poirier,NY
3174,Dean Wade,PHI
3175,Chris Clemons,ATL
3176,Shamorie Ponds,TOR
3177,William McDowell-White,HOU
3178,Naz Reid,CHA
3179,Luguentz Dort,ATL
3180,Justin Robinson,DET
3181,John Konchar,UTH
3182,Zach Norvell,CHI
3183,Amir Coffey,PHO
3184,Garrison Mathews,IND
3185,Ky Bowman,LAC
3186,William Howard,HOU
3187,Kyle Alexander,MIA
3188,Stanton Kidd,UTH
3189,Christ Koumadje,PHI
3190,Luke Maye,MIL
3191,Tacko Fall,CLE
3192,Javonte Green,DET
3193,Max Strus,LAC
3194,Isaiah Pineiro,SAC
3195,Caleb Martin,DAL
3196,Marko Guduric,MEM
3197,Josh Reaves,DAL
3198,Jordan Caroline,LAL
3204,Josh Perkins,CHA
3205,Kelan Martin,NO
3206,Jaylen Hoard,OKC
3207,Tyler Cook,CHI
3208,Hassani Gravett,ORL
3209,Rayjon Tucker,MIL
3210,Eric Mika,SAC
3211,Jalen Lecque,MIL
3212,Terence Davis,SAC
3213,Aric Holman,MIA
3214,Lindell Wigginton,MIL
3215,Jordan Murphy,MIN
3216,Yudai Baba,DAL
3217,Isaiah Miles,PHI
3218,Jeremiah Martin ,CLE
3219,Chris Silva,ATL
3220,Mychal Mulder,MEM
3221,Ahmed Hill,CHA
3222,Robert Franks,ORL
3223,Oshae Brissett,PHI
3224,Sagaba Konate,TOR
3225,Juwan Morgan,LAC
3226,Moses Brown,DEN
3227,Matt Mooney,NY
3228,Charlie Brown,MEM
3229,Armoni Brooks,BKN
3230,Phil Booth,WAS
3231,Louis King,PHI
3232,Simi Shittu,ORL
3233,Devontae Cacok,DET
3234,Kavell Bigby-Williams,NO
3235,Jalen Adams,NO
3236,Zylan Cheatham,NO
3237,Javon Bess,NO
3238,Bryce Brown,BKN
3239,Dakota Mathias,IND
3240,DaQuan Jeffries,SAC
3241,Vic Law,ORL
3242,Amir Hinton,NY
3243,V.J. King,NY
3244,John Egbunu,BKN
3245,Lamar Peters,NY
3246,Kenny Wooten,HOU
3247,Juan Toscano-Anderson,SAC
3248,Daulton Hommes,NO
3249,Dedric Lawson,SA
3250,James Palmer,LAC
3251,Justin Simon,CHI
3252,Marques Bolden,GS
3253,Todd Withers,DET
3254,Donta Hall,ORL
3255,Jon Davis,ORL
3256,Kavion Pippen,GS
3257,Norense Odiase,PHO
3258,David Kramer,PHO
3259,Tariq Owens,PHO
3260,Jared Harper,NO
3261,Keljin Blevins,POR
3262,Barry Brown,MIN
3263,Tyus Battle,MIN
3264,CJ Massinburg,BKN
3265,Devin Cannady,NO
3266,Ahmad Caver,IND
3267,Anzejs Pasecniks,MIL
3268,BJ Taylor,LAC
3269,Shaq Buchanan,MEM
3270,Marcus Allen,LAL
3271,Matt Morgan,CHA
3272,Chad Brown,DAL
3273,Tre'Shawn Thurman,DET
3274,Bennie Boatwright,IND
3275,Matur Maker,HOU
3276,Kenny Gabriel,ATL
3277,Skyler Flatten,MIA
3278,Bubu Palo,MIA
3279,Mark Ogden,ATL
3280,Jeremy Pargo,GS
3281,Jontay Porter,TOR
3282,Anthony Edwards,MIN
3283,LaMelo Ball,MIN
3284,James Wiseman,IND
3285,Killian Hayes,SAC
3286,Deni Avdija,POR
3287,Obi Toppin,IND
3288,Onyeka Okongwu,ATL
3289,Tyrese Haliburton,IND
3290,Devin Vassell,SA
3291,Isaac Okoro,CHI
3292,Patrick Williams,CHI
3293,Cole Anthony,PHO
3294,Aaron Nesmith,IND
3295,Jalen Smith,CHI
3296,Vernon Carey,UTH
3297,Theo Maledon,PHO
3298,Precious Achiuwa,SAC
3299,Tyrell Terry,MEM
3300,Saddiq Bey,NO
3301,Tyrese Maxey,PHI
3302,Josh Green,MIN
3303,Jaden McDaniels,MIN
3304,Kira Lewis,WAS
3305,Nico Mannion,GS
3306,RJ Hampton,PHI
3307,Jahmi'us Ramsey,TOR
3308,Zeke Nnaji,DEN
3309,Devon Dotson,WAS
3310,Tyler Bey,HOU
3311,Daniel Oturu,TOR
3312,Isaiah Stewart,MEM
3313,Elijah Hughes,MIL
3314,Immanuel Quickley,TOR
3315,Paul Reed,DET
3316,Reggie Perry,POR
3317,Leandro Bolmaro,UTH
3318,Isaiah Joe,DET
3319,Filip Petrusev,SAC
3320,Udoka Azubuike,PHO
3321,Aleksej Pokusevski,CHA
3322,Cassius Stanley,DET
3323,CJ Elleby,MIN
3324,Tre Jones,CHI
3325,Malachi Flynn,CHA
3326,Payton Pritchard,BOS
3327,Nate Hinton,HOU
3328,Grant Riller,PHI
3329,Ashton Hagans,POR
3330,Jordan Nwora,TOR
3331,Cassius Winston,WAS
3332,Lamar Stevens,MEM
3333,Jay Scrubb,BOS
3334,Nick Richards,CHI
3335,Austin Wiley,FA
3336,Omer Yurtseven,GS
3337,Markus Howard,DEN
3338,Karim Mane,ORL
3339,Tyrique Jones,FA
3340,Mamadi Diakite,PHO
3341,Yoeli Childs,WAS
3347,Justinian Jessup,GS
3358,Robert Woodard,OKC
3361,Skylar Mays,MIN
3363,Sam Merrill,CLE
3367,Desmond Bane,ORL
3372,Jalen Harris,NY
3374,Saben Lee,PHO
3387,Xavier Tillman,CHA
3393,Sean McDermott,MEM
3394,Zavier Simpson,CHA
3395,Trevelin Queen,ORL
3396,Trent Forrest,ATL
3399,Myles Powell,PHI
3401,Rayshaun Hammonds,IND
3406,Nathan Knight,BOS
3407,Romaro Gill,UTH
3409,Marko Simonovic,CHI
3411,Vit Krejci,POR
3413,Yam Madar,BOS
3414,KJ Martin,UTH
3415,Facundo Campazzo,DAL
3416,Anthony Gill,WAS
3417,Jae'Sean Tate,HOU
3418,Dwayne Sutton,GS
3419,Anthony Lamb,GS
3420,Xavier Sneed,CHA
3422,Ty-Shon Alexander,CHA
3423,Killian Tillie,MEM
3424,Breein Tyree,TOR
3425,Paul Eboua,BKN
3426,Mason Jones,SAC
3428,Jahlil Tripp,MEM
3429,Charles Matthews,CLE
3430,Javin DeLaurier,MIL
3431,Kahlil Whitney,CHA
3432,Nate Darling,LAC
3433,Brodric Thomas,SAC
3434,Nate Sestina,BKN
3435,Jordan Bowden,BKN
3436,Jake Toolson,UTH
3438,Will Magnay,NO
3439,LiAngelo Ball,CHA
3440,Ade Murkey,SAC
3441,Lamine Diane,PHI
3442,EJ Montgomery,MIL
3444,Marlon Taylor,WAS
3445,Caleb Homesley,WAS
3446,Keandre Cook,CHA
3447,Kevon Harris,HOU
3448,Tres Tinkle,LAL
3449,Naji Marshall,DAL
3450,Jordan Ford,SAC
3451,Malik Fitts,LAC
3452,Devonte Patterson,DAL
3453,Freddie Gillespie,ORL
3454,Josh Hall,OKC
3455,Kaleb Wesson,GS
3456,Jon Teske,MEM
3457,Trevon Scott,BKN
3458,Christian Vital,MEM
3459,Trey Mourning,HOU
3460,Gabriel Deck,OKC
3461,Luca Vildoza,MIL
3462,Elijah Bryant,MIL
3463,Ayo Dosunmu,MIN
3464,Miles McBride,NY
3465,Jericho Sims,MIL
3466,Quentin Grimes,LAL
3467,Evan Mobley,CLE
3468,Isaiah Jackson,LAC
3469,Chris Duarte,CHI
3470,Moses Moody,GS
3472,Jaden Springer,NO
3473,Charles Bassey,GS
3474,Corey Kispert,ATL
3475,Cade Cunningham,DET
3476,Luka Garza,BOS
3477,Balsa Koprivica,UTH
3478,Isaiah Livers,PHO
3479,Kai Jones,DAL
3480,JT Thor,WAS
3481,James Bouknight,CHA
3482,Scottie Lewis,CHA
3483,Day'Ron Sharpe,BKN
3484,RaiQuan Gray,SA
3485,Kessler Edwards,DEN
3486,Cam Thomas,MIL
3487,Marcus Zegarowski,BKN
3488,Ziaire Williams,LAL
3489,Santi Aldama,DAL
3490,Josh Christopher,MIA
3491,Sharife Cooper,WAS
3492,Jalen Johnson,ATL
3493,Trey Murphy III,NO
3494,Herbert Jones,NO
3495,Joshua Primo,CHI
3496,Joe Wieskamp,DAL
3497,Scottie Barnes,TOR
3498,Dalano Banton,BOS
3499,David Johnson,TOR
3500,Brandon Boston,NO
3501,Keon Johnson,BKN
3502,Jason Preston,LAC
3503,Jared Butler,PHO
3504,Sandro Mamukelashvili,LAL
3505,Tre Mann,WAS
3506,Jeremiah Robinson-Earl,DAL
3507,Aaron Wiggins,ATL
3508,Greg Brown,DAL
3509,Davion Mitchell,MIA
3510,Neemias Queta,BOS
3511,Bones Hyland,MIN
3512,Franz Wagner,ORL
3513,Jalen Suggs,ORL
3514,Rokas Jokubaitis,NY
3515,Jonathan Kuminga,MIN
3516,Usman Garuba,GS
3517,Alperen Sengun,HOU
3518,Jalen Green,PHO
3519,Juhann Begarin,BOS
3520,Georgios Kalaitzakis,OKC
3521,Isaiah Todd,MEM
3522,Josh Giddey,CHI
3523,Joel Ayayi,ORL
3524,Austin Reaves,LAL
3525,Jock Landale,ATL
3526,Ish Wainright,PHO
3527,Duane Washington,CHA
3528,Terry Taylor,SAC
3529,Jose Alvarado,NY
3530,Chris Smith,DET
3531,McKinley Wright,DAL
3532,Matt Hurt,MEM
3533,Sam Hauser,BOS
3534,Julian Champagnie,SA
3535,Trendon Watford,NO
3536,Aaron Henry,PHI
3537,Yves Pons,MEM
3538,Chaundee Brown,SA
3539,Mac McClung,CHI
3540,Jay Huff,IND
3541,Eugene Omoruyi,TOR
3542,MaCio Teague,UTH
3543,Aamir Simms,NY
3544,A.J. Lawson,TOR
3545,M.J. Walker,PHO
3546,Jordan Goodwin,PHO
3547,EJ Onu,MEM
3548,Carlik Jones,CHI
3549,Feron Hunt,NY
3550,DeJon Jarreau,MEM
3551,Jaime Echenique,WAS
3552,Daishen Nix,SAC
3553,Marcus Garrett,CHA
3554,JaQuori McLaughlin,DAL
3555,Ethan Thompson,IND
3556,Jeff Dowtin,PHI
3557,Kevin Pangos,CLE
3558,Malcolm Hill,PHI
3559,Moses Wright,DAL
3560,RJ Nembhard,CLE
3561,Mitch Ballock,CLE
3562,Micah Potter,POR
3563,Javonte Smart,ORL
3564,Dru Smith,MIA
3565,Derrick Alston,UTH
3566,Jamorko Pickett,DEN
3567,David Duke,PHO
3568,D.J. Carton,TOR
3569,D.J. Stewart,DAL
3570,Petr Cornelie,DEN
3571,Isaiah Miller,POR
3572,Matt Lewis,MIN
3573,Anthony Tarke,DET
3574,Jordan Schakel,WAS
3575,Matt Coleman,SAC
3576,Rob Edwards,OKC
3577,DJ Steward,CHI
3578,Matt Ryan,NY
3579,Nate Renfro,SA
3580,Tyler Hall,DAL
3581,Denzel Mahoney,SA
3582,Jeremiah Tilmon,ORL
3583,Romeo Weems,MEM
3584,Jalen Crutcher,ORL
3585,Cameron McGriff,UTH
3586,James Banks,CHA
3587,Giorgi Bezhanishvili,IND
3588,Brandon Rachal,BKN
3589,Ibi Watson,ATL
3590,Marcus Foster,HOU
3591,Damien Jefferson,SAC
3592,John Petty,NO
3593,L.J. Figueroa,LAL
3594,Jordan Burns,SA
3595,Troy Baxter,CHI
3596,Devontae Shuler,WAS
3597,Derek Culver,IND
3598,Olivier Sarr,CLE
3599,Aleem Ford,ORL
3600,Malik Ellison,ATL
3601,Jarron Cumberland,POR
3602,Brandon Williams,GS
3603,Xavier Moon,LAC
3604,Justin Tillman,DEN
3605,Craig Sword,WAS
3606,Trayvon Palmer,DET
3607,Paris Bass,UTH
3608,Jaysean Paige,DET
3609,Braxton Key,MEM
3610,Lindy Waters III,SA
3611,Iffe Lundberg,PHO
3612,Lester Quinones,ORL
3613,Kenneth Lofton,CHI
3614,Shareef O'Neal,LAL
3615,Scotty Pippen Jr.,MEM
3616,Trevor Hudgins,HOU
3617,Ron Harper Jr.,BOS
3618,Michael Devoe,UTH
3619,Johnny Juzang,MIN
3620,Bryce Hamilton,LAL
3621,Jalen Adaway,SA
3622,Orlando Robinson,ORL
3623,AJ Green,MIL
3624,Collin Gillespie,PHO
3625,Justin Lewis,CHI
3626,Michael Foster,WAS
3627,Alondes Williams,WAS
3628,Theo John,MIN
3629,Cole Swider,TOR
3630,Dereon Seabron,DET
3631,Jamaree Bouyea,PHO
3632,Iverson Molinar,MIL
3633,Keon Ellis,BKN
3634,Dalen Terry,PHI
3635,Trevor Keels,MIA
3636,Ochai Agbaji,BKN
3637,Isaiah Mobley,PHI
3638,Luke Travers,CLE
3639,Khalifa Diop,CLE
3640,Andrew Nembhard,IND
3641,Kendall Brown,BOS
3642,Bennedict Mathurin,NO
3643,Patrick Baldwin Jr.,SAC
3644,Ryan Rollins,MIL
3645,Gui Santos,GS
3646,Yannick Nzosa,WAS
3647,Johnny Davis,MEM
3648,Jalen Duren,DET
3649,Gabriele Procida,DET
3650,Jaden Ivey,CHI
3651,Bryce McGowens,NO
3652,Mark Williams,PHO
3653,Matteo Spagnolo,MIN
3655,Josh Minott,BKN
3656,Wendell Moore Jr.,DET
3657,Vince Williams,UTH
3658,David Roddy,DEN
3659,Kennedy Chandler,UTH
3660,Jake LaRavia,LAL
3661,Max Christie,DAL
3662,Jabari Smith Jr.,HOU
3663,TyTy Washington Jr.,LAC
3664,Tari Eason,HOU
3665,AJ Griffin,HOU
3666,Tyrese Martin,PHI
3667,Dyson Daniels,ATL
3668,E.J. Liddell,BKN
3669,Karlo Matkovic,NO
3670,JD Davison,HOU
3671,Blake Wesley,POR
3672,Jeremy Sochan,POR
3673,Malaki Branham,ORL
3674,Christian Koloko,NO
3675,Moussa Diabate,CHA
3676,Nikola Jovic,MIA
3677,Hugo Besson,MIL
3678,MarJon Beauchamp,PHI
3679,Jaden Hardy,LAL
3680,Jaylin Williams,OKC
3681,Jalen Williams,OKC
3682,Ousmane Dieng,MIL
3683,Chet Holmgren,OKC
3684,Shaedon Sharpe,POR
3685,Jabari Walker,PHI
3686,Keegan Murray,SAC
3687,Ismael Kamagate,DEN
3688,Peyton Watson,CLE
3689,Christian Braun,DEN
3690,Paolo Banchero,ORL
3691,Caleb Houstan,NO
3692,Dominick Barlow,PHI
3693,Buddy Boeheim,OKC
3694,Tyson Etienne,BKN
3695,Javon Freeman-Liberty,TOR
3696,Simone Fontecchio,MIA
3697,Kellan Grady,DEN
3698,John Butler,WAS
3700,Josh Minnott,FA
3701,Caleb Houston,FA
3702,JD Davidson,FA
3703,Tevin Brown,IND
3704,Jean Montero,FA
3705,Darius Days,PHI
3706,Jack White,MEM
3707,Chima Moneke,SAC
3708,Jordan Hall,BKN
3709,Javante McCoy,DET
3710,Fabian White,LAL
3711,Pat Spencer,PHO
3712,Sacha Killeya-Jones,OKC
3713,Drake Jeffries,ORL
3714,Gabe Brown,TOR
3715,Jared Rhoden,TOR
3716,Awudu Abass,CHI
3717,Makur Maker,TOR
3718,Mouhamadou Gueye,CHA
3719,Walker Kessler,LAL
3720,Tommy Kuhse,LAL
3721,Daeqwon Plowden,SAC
3722,Chandler Vaudrin,CLE
3723,Jaylen Sims,CHA
3724,Isaiah Whaley,CHA
3725,Anthony Duruji,CHA
3726,Izaiah Brockington,NO
3727,Davion Mintz,WAS
3728,Quenton Jackson,IND
3729,Keaton Wallace,ATL
3730,Kyler Edwards,BKN
3731,Lucas Williamson,MEM
3732,Ibou Badji,CHA
3733,Marcus Bingham,DAL
3734,Trevion Williams,GS
3735,Garrison Brooks,NO
3736,Jacob Gilyard,CLE
3737,Justin Bean,MEM
3738,Adonis Arms,NO
3739,Jules Bernard,MIN
3740,Stanley Umude,SA
3742,Grant Golden,DEN
3743,Jamal Cain,ORL
3744,Noah Kirkwood,BKN
3745,Jaden Shackelford,OKC
3746,Darryl Morsell,TOR
3747,A.J. Reeves,BOS
3748,Nate Williams,GS
3749,Nate Pierre-Louis,LAL
3750,Reggie Kissoonlal,BOS
3751,Pierria Henry,HOU
3752,Donovan Williams,GS
3753,Eric Demers,BOS
3754,Aminu Mohammed,PHI
3755,Alex O'Connell,NY
3756,Jeriah Horne,SAC
3758,Jermaine Samuels,HOU
3759,Eli Brooks,IND
3760,Bryson Williams,LAC
3761,Kyle Manzardo,FA
3762,Zack Gelof,FA
3763,Xavier Cooks,WAS
3764,Justin Minaya,ORL
3765,Chance Comanche,SAC
3766,Victor Wembanyama,SA
3767,Brandon Miller,CHA
3768,Scoot Henderson,POR
3769,Amen Thompson,HOU
3770,Cam Whitmore,CLE
3771,Ausar Thompson,DET
3772,Gradey Dick,TOR
3773,Jarace Walker,IND
3774,Anthony Black,ORL
3775,Leonard Miller,CHI
3776,Taylor Hendricks,MEM
3777,Keyonte George,UTH
3778,Nick Smith Jr.,LAL
3779,Jordan Hawkins,NO
3780,Cason Wallace,OKC
3781,Jalen Hood-Schifino,PHI
3782,Jett Howard,DAL
3783,GG Jackson,MEM
3784,Dereck Lively II,DAL
3785,Dariq Whitehead,MEM
3786,Maxwell Lewis,BKN
3787,Kobe Bufkin,NO
3788,Noah Clowney,BKN
3789,Kris Murray,MEM
3790,Bobi Klintman,DET
3791,Rayan Rupert,PHI
3792,Bilal Coulibaly,WAS
3793,Olivier-Maxence Prosper,MEM
3794,Trayce Jackson-Davis,TOR
3795,Brice Sensabaugh,UTH
3796,Marcus Sasser,DAL
3797,James Nnaji,NY
3798,Amari Bailey,BKN
3799,Sidy Cissoko,POR
3800,Dillon Mitchell,BOS
3801,Jordan Walsch,FA
3802,Julian Phillips,HOU
3803,Jaime Jaquez Jr.,MIL
3804,Terquavion Smith,PHI
3805,Andre Jackson Jr.,TOR
3806,Brandin Podziemski,GS
3807,Emoni Bates,PHI
3808,Colby Jones,DET
3809,Tristan Vukcevic,WAS
3810,Julian Strawther,DEN
3811,Kobe Brown,IND
3812,Seth Lundy,LAC
3813,Mouhamed Gueye,ATL
3814,Ben Sheppard,IND
3815,Adem Bona,PHI
3816,Jordan Miller,LAC
3817,Terrence Shannon Jr.,MIN
3818,Mojave King,IND
3819,Oscar Tshibwe,FA
3820,DaRon Holmes II,DEN
3821,Toumani Camara,POR
3822,Zach Edey,MEM
3823,Nikola Durisic,ATL
3856,Isaiah Wong,CHA
3862,Jalen Wilson,ATL
3864,Jaylen Clark,MIN
3866,Tarik Biberovic,DAL
3870,Jordan Walsh,BOS
3874,Chris Livingston,CLE
3876,Keyontae Johnson,CHA
3879,Jalen Slawson,IND
3880,Hunter Tyson,BKN
3881,Jalen Pickett,LAC
3882,Adama Sanogo,CHI
3883,Jaylen Martin,WAS
3884,Jacob Toppin,ATL
3885,Oscar Tshiebwe,HOU
3886,Ricky Council,BKN
3888,Azuolas Tubelis,PHI
3889,Sir'Jabari Rice,SA
3890,Markquis Nowell,HOU
3891,Joey Hauser,LAC
3892,Caleb Daniels,MIA
3893,Omari Moore,TOR
3894,Mike Miles,DAL
3895,Drew Timme,LAL
3896,Malcolm Cazalon,DET
3897,Craig Porter Jr.,CLE
3898,D'Moi Hodge,LAL
3899,Colin Castleton,ORL
3900,Miles Norris,BOS
3901,Leaky Black,WAS
3902,Onuralp Bitim,CHI
3903,Obadiah Noel,NY
3904,Dexter Dennis,SAC
3905,Souley Boum,DEN
3906,Jordan Walker,DAL
3907,Darius McGhee,IND
3908,Alex Fudge,DAL
3909,Javonte Cooke,POR
3910,George Conditt,POR
3911,Duop Reath,ATL
3912,Henri Drell,CHI
3913,Justin Powell,PHI
3914,Pete Nance,MIL
3915,Alex Morales,ORL
3916,Scottie Lindsey,BKN
3917,Kendric Davis,GS
3918,Drew Peterson,CHA
3919,Andrew Funk,CHI
3920,Armaan Franklin,DEN
3921,Nathan Mensah,SA
3922,Matthew Mayer,HOU
3923,Seth Millner,SA
3924,Charles Bediako,DET
3925,Max Heidegger,CHI
3926,Tosan Evbuomwan,CHA
3927,Antoine Davis,POR
3928,Damion Baugh,PHO
3929,Landers Nolley,NO
3930,Javan Johnson,GS
3931,Vincent Valerio-Bodon,LAL
3932,Jazian Gortman,OKC
3933,Nick Ongenda,UTH
3934,Taevion Kinsey,GS
3935,Chase Audiege,WAS
3936,Tevian Jones,NO
3937,Liam Robbins,MIL
3938,Trey Jemison III,TOR
3939,Keshawn Justice,UTH
3940,Au'Diese Toney,DEN
3941,Timmy Allen,MEM
3942,Taze Moore,POR
3943,Yuri Collins,GS
3944,Ben Brown,FA
3945,Kyle Mangas,SA
3946,Reid Travis,IND
3948,Hunter Maldonado,OKC
3949,KJ Williams,OKC
3950,Patrick Gardner,BKN
3951,Caleb McConnell,CHA
3952,Adam Flagler,SAC
3953,Bryce Wills,DEN
3954,Gabe Kalscheur,WAS
3955,Ryan Turell,DET
3956,Nate Roberts,DET
3957,Kihei Clark,MIL
3958,Dane Goodwin,SAC
3959,Jake Stephens,CHA
3960,Jarkel Joiner,ATL
3961,Malachi Smith,TOR
3962,Dmytro Skapintsev,BOS
3963,Jaylin Galloway,MIL
3964,Justin Champagnie,WAS
3965,Maozinha Pereira,MEM
3966,Malik Williams,ATL
3967,Jaylon Tyson,CLE
3968,Jared McCain,OKC
3969,Kyshawn George,WAS
3970,Bub Carrington,WAS
3972,Rob Dillingham,CHI
3974,Dalton Knecht,LAL
3975,Reed Sheppard,HOU
3976,Yves Missi,NO
3977,Baylor Scheierman,BOS
3978,Stephon Castle,SA
3979,Ja'Kobe Walter,TOR
3980,Isaiah Collier,UTH
3981,Cody Williams,UTH
3982,Kel'el Ware,MIL
3983,Ryan Dunn,PHO
3984,Dillon Jones,NY
3985,Donovan Clingan,POR
3986,Devin Carter,ATL
3988,Tristan da Silva,ORL
3989,Matas Buzelis,CHI
3990,Pacome Dadiet,NY
3991,Alex Sarr,WAS
3992,Ronald Holland II,DET
3993,Tidjane Salaun,CHA
3994,Zaccharie Risacher,DAL
3995,AJ Johnson,MEM
3996,Nikola Topic,OKC
3997,Kevin McCullar Jr.,NY
3998,Tyler Kolek,NY
3999,Ariel Hukporti,PHI
4000,DJ Burns,CLE
4001,Johnny Furphy,IND
4002,Tristen Newton,HOU
4003,Enrique Freeman,MIN
4004,Quinten Post,MEM
4005,Reece Beekman,ORL
4006,Justin Edwards,PHI
4008,Daniss Jenkins,DET
4010,KJ Simpson,DEN
4011,Cam Spencer,MEM
4012,Jaylen Wells,MEM
4013,Blake Hinson,UTH
4014,Armel Traore,LAL
4015,Bronny James,LAL
4016,N'Faly Dante,ATL
4018,Antonio Reeves,CHA
4019,Anton Watson,LAL
4020,Juan Nunez,SA
4021,Harrison Ingram,UTH
4022,Ulrich Chomche,TOR
4023,Branden Carlson,POR
4024,Jonathan Mogbo,SAC
4025,Jamal Shead,TOR
4026,Cam Christie,LAC
4027,Kyle Filipowski,UTH
4028,Keshad Johnson,MIA
4029,Pelle Larsson,MIA
4030,Tyler Smith,DAL
4031,Melvin Ajinca,DAL
4032,Jalen Bridges,BOS
4033,Oso Ighodaro,PHO
4034,Ajay Mitchell,OKC
4035,Alex Ducas,OKC
4036,Isaiah Crawford,HOU
4037,Isaac Jones,DET
4038,PJ Hall,CHA
4039,Zyon Pullin,MIN
4040,Allen Flanigan,GS
4041,Malik Hall,CHA
4042,Charles Pride,CHA
4043,Pedro Bradshaw,UTH
4044,Brandon Slater,CHA
4045,RaeQuan Battle,CHA
4046,Kevin Cross,CHA
4047,Drew Pember,CHA
4048,Jackson Rowe,GS
4049,Santiago Vescovi,GS
4050,Mantas Rubstavicius,GS
4051,Roman Sorkin,GS
4052,Christian Terrell,GS
4053,Jimmy Whitt,GS
4054,Sean East,UTH
4055,Mohamed Diarra,LAL
4056,Quincy Olivari,LAL
4057,Grayson Murphy,LAL
4058,Luke Avdalovic,SA
4059,Yauhen Massalski,SA
4060,Tyrece Radford,SA
4061,DJ Horne,SA
4062,Riley Minix,CLE
4063,Jameer Nelson,SA
4064,Tyson Ward,SA
4065,Darin Green,SA
4066,Jamuni McNeace,IND
4067,Lance Jones,IND
4068,Josiah-Jordan James,IND
4069,Trey Woodbury,IND
4070,Samson Froling,IND
4071,David Jones Garcia,SA
4072,Max Fiedler,PHI
4073,Keve Aluma,PHI
4074,Judah Mintz,PHI
4075,Jordan Tucker,PHI
4076,Joirdon Nicholas,LAL
4077,Trey Alexander,UTH
4078,Keisei Tominaga,IND
4079,Jesse Edwards,MIN
4080,Jack McVeigh,HOU
4081,Spencer Jones,DEN
4082,Jamarion Sharp,LAC
4083,Trentyn Flowers,CHI
4084,Yongxi Cui,BKN
4085,Tristan Enaruna,CLE
4086,Nae'Qwan Tomlin,CLE
4087,Gabe Osabuohien,CLE
4088,Galen Robinson,NO
4089,Jaylin Williams,DEN
4090,Gabe McGlothan,IND
4091,Jahmir Young,MIA
4092,Jaedon LeDee,MIN
4093,Kylor Kelley,NO
4094,Tyler Polley,IND
4095,Moses Wood,PHO
4096,Max Abmas,UTH
4097,Marcus Domask,CHI
4098,Keion Brooks,NO
4099,Emanuel Miller,SA
4100,Malevy Leons,GS
4101,Cormac Ryan,MIL
4102,Alex Reese,PHI
4103,Armando Bacot,MEM
4104,Yuki Kawamura,CHI
4105,RayJ Dennis,ATL
4106,James Akinjo,DEN
4107,Boogie Ellis,SAC
4108,Tolu Smith,DET
4109,Jamison Battle,TOR
4110,Isaiah Stevens,SAC
4111,Aaron Estrada,DET
4112,Miller Kopp,CLE
4113,Erik Stevenson,WAS
4114,Elijah Harkless,DET
4115,Warren Washington,MIA
4116,Trhae Mitchell,NO
4117,Taylor Funk,WAS
4118,Josh Oduro,NO
4119,Boo Buie,NY
4120,Taran Armstrong,GS
4121,Marcus Bagley,PHI
4122,Phillip Wheeler,ORL
4123,Noa Essengue,CHI
4124,VJ Edgecombe,PHI
4125,Tre Johnson,WAS
4126,Will Riley,WAS
4127,Kon Knueppel,CHA
4128,Liam McNeeley,CHA
4129,Nolan Traore,BKN
4130,Danny Wolf,BKN
4131,Egor Demin,BKN
4132,Drake Powell,BKN
4133,Ben Saraf,BKN
4134,Joan Beringer,MIN
4135,Cedric Coward,MEM
4136,Asa Newell,ATL
4137,Jeremiah Fears,NO
4138,Derik Queen,NO
4139,Hugo Gonzalez,BOS
4140,Carter Bryant,SA
4141,Dylan Harper,SA
4142,Collin Murray-Boyles,TOR
4143,Yanic Konan Niederhauser,LAC
4144,Walter Clayton Jr.,MEM
4145,Ace Bailey,UTH
4146,Kasparas Jakucionis,MIL
4147,Cooper Flagg,DAL
